Zone,Districts,Altitude (m),Annual rainfall (mm),Crops grown,Recommended Crops,Vegitables,Floriculture
North Eastern,Ranipet,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Ranipet,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Ranipet,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Ranipet,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Eastern,Tiruvannamalai,100-200,1105,"Rice, Pearl Millet, Sorghum, Gingelly, Finger Millet, Groundnut, Red Gram, Sugarcane, Cashew, Mango, Guards, Green Chillies, Brinjal, Tapioca, Yam, Banana, Jack, Guava, Watermelon, Turmeric, Tube rose, Crossandra and Lemongrass.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Dharmapuri,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Salem,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
North Western,Namakkal,200-600,875,"Sorghum, Rice, Millet, Groundnut, Horse Gram,Cotton, Sugarcane, Tapioca, Cotton, Gingelly, Chillies, Mango, Banana, Tobacco, Pulses, Jack, Tomato, Radish, Brinjal, Ladies Finger, Pepper, Arecanut, Cocoa, Coconut, Palmarosa, Chrysanthemum, Jasmine, Marigold, Rose, Tuberose, Cutflowers, Turmeric and Red Chillies.",,,
